Title,Year,Duration,IMDb Rating,Votes
500. London Gangsters,2024,1h 44m,4.2,10
501. UmroAyyar - A New Beginning,2024,2h 15m,6.9,663
502. Love You to Debt,2024,2h 15m,6.3,726
503. Mazhai Pidikatha Manithan,2024,2h 13m,4.5,404
504. Mahadev Ka Gorakhpur,2024,2h 11m,7.9,365
505. Jigar,2024,2h 2m,7.3,17
506. Kamen Rider Gotchard: The Future Daybreak,2024,1h 3m,8.0,63
507. Ultraman Blazar the Movie: Tokyo Kaiju Showdown,2024,1h 15m,7.5,78
508. The Desperate Chase,2024,1h 50m,5.1,41
509. Marni: The Story of Wewe Gombel,2024,1h 59m,6.0,164
510. Hotel Underground,2024,N/A,7.5,44
511. Captain Avispa,2024,1h 36m,5.9,167
512. Ameena,2024,1h 47m,6.2,16
513. Kali,2024,1h 36m,5.1,380
514. Polar,2024,1h 16m,4.3,25
515. The Captives,2024,1h 13m,3.5,59
516. Bhimaa,2024,2h 21m,5.1,1.2K
517. Sikaar,2024,2h 30m,8.4,664
